polarity,text
0,"He is often called Chowkidaar, Bhaagidar, people were unhappy when Demonetization &amp; GST were brought in. He is accua__ https://t.co/XImRhWkSv0"
1, @gaganbakana: Who is pappu..\nOn world stage a person says 600 crore voters in india..\nMaking tea from fuel direct from gutter gas.\nChanga__
1," @AisiTaisiDemo: \Mallya ko bhagaane se pahle bataaya kyon nahin?\""\n\n\""Aapne demonetization se pahle bataaya tha?\"" https://t.co/VSc3kVtxFe"""
1, @gaganbakana: Mr @arunjaitley if demonetization leaded more tax then why you are looting indians pocket by increasing everything from fua__
1,How Demonetization Affected Travelers From Around The World https://t.co/etHzYKwzwu #lifehacks
0,"Despite #demonetization, Fake currency notes  are circulating in markets.\nVIDEO: https://t.co/jglfMu4z5L\n#TV9News https://t.co/S5IcQQzTMF"
1," @Yganesh0208: #ThugsOfHindostan makers giving tribute to india's biggest thug \Sri Narendra Modi Ji'' on his bday by releasing his biopia__"""
1,@PMOIndia @narendramodi #demonetization  \n#RafaleScam  \n#bahuthuimahangaikimaar   \n#JabJaitleyMetMallyaa__ https://t.co/d7ZkXYo6qd
1," @devalgp: He has made India an emerging giant by bringing the concept of digitalization, DBTs, application services, one window conceptsa__"
1,"What about #Demonetization, #GST, #RafaleDeal, #MallyaGate???!!! https://t.co/oRMqsKRP28"
1,Baba is so cunning &amp; clever he won't say  that GST &amp; demonetization have left economy in doldrum. He has pocketed sa__ https://t.co/E4raU143Yh
0," @_vasireddy: There are no \their facts\"" and \""our facts\"". Fact is Demonetization is a failure w.r.t. the stated objectives. https://t.co/a__"""
0, @India_Policy: Why I'll vote for Modi in 2019 6/n\n-Formalization of economy thru Demonetization and GST; squeezing out black money\n-Inita__
1,@narendramodi - Happy birthday sir dY'_dY'_dY'_dY'_dYZ'\nWishing you many many happy returns of the day to do cleaner &amp; greener inda__ https://t.co/dE5Jb8YaDq
1, @Humorist_Joker: Manmohan Singh Rule : \n\nGDP from 8% to 4.5%  from 2004 to 2014.\n\nNarendra Modi Rule :\n\nGDP from 4.5% to 8.2% from 2014a__
1,Manmohan Singh Rule : \n\nGDP from 8% to 4.5%  from 2004 to 2014.\n\nNarendra Modi Rule :\n\nGDP from 4.5% to 8.2% from 2a__ https://t.co/hRxl8tS91a
0,@KPadmaRani1 @ANI Actually DEMO for the common ppl! It would be stupid to think that #NaMo Cronies shall be affected with Demonetization!
1,@narendramodi - Happy birthday sir... Wishing you many many happy returns of the day...dY'_dY'_dY'_dY'_dYZ'dY'_dY'_dY'_dY'_\nWe have done a smaa__ https://t.co/wQC0SlIVRd
0," @PragmaticN: @Swamy39 I am sorry but now U r risking your credibility, Sir; these explanations offered on behalf of Modi appear like lama__"
1,"He has made India an emerging giant by bringing the concept of digitalization, DBTs, application services, one winda__ https://t.co/XJaNmG4MkV"
1,"@wm_mmgi @AnupamPKher @narendramodi dY'_ We pray that, at least his future decisions should be successful, unlike hisa__ https://t.co/yfkZFpZyy9"
0,Indian Demonetization Failed Even to Create a Savings Culture - Bloomberg https://t.co/GR9epkxW0x @Swamy39
0,The data on the false claim on substantial growth on direct tax collection and number of people in tax net thanks ta__ https://t.co/WlRspSHFcq
1,RBI Repo on Demonetization in Hindi | Repo of RBI on Demonetization | KARDAM RAVAL: https://t.co/TosVbqy6Fj via @YouTube
1,@dna Demonetization?
1, @Vishesh4: This is exactly how the black money too was 'swept' during demonetization. After trying hard through the available instrumenta__
1, @MahapatPravat: Modi will be remembered for the voodoo economics of the dodgy demonetization.Shah&amp; Modi will be remembered for reducinga__
0,"@MaheshJoshi_MJ @Swamy39 @jagdishshetty @vhsindia #Demonetization failed, #GST also failed, But economy is booming,a__ https://t.co/dkEfmfviW2"
0, @KoomarShah: Why Demonetization failed?\nBJP - Cos he is Pappu\n\nWhy No GDP Growth?\nBJP - Cos he is Pappu\n\nWhy No Jobs?\nBJP - Cos he is Paa__
1,"@Abuchiha_7 @anant_d @Ibrahim_Adam5 @RightistSingh Read clearly before replying, we were discussing about Demonetiza__ https://t.co/N38UVXg2hf"
1,Lightning Knowledge Migration Tool not generating migration summary file https://t.co/Qkt2K4a1aX
1,Lightning Knowledge Migration Tool stalls on Activation: Migrating Feeds and Sma Links https://t.co/9YbgUwXCvp
1, @IrexitFreedom: The bullying by the EU knows no borders. A country must have the right to control its own borders and migration policy.a__
1," @10DowningStreet: PM @Theresa_May met PM @JosephMuscat_JM to discuss a range of issues including UK-Malta cooperation, migration and oura__"
0,Clintons are insane anti USA traitors 2 freedom 2Constitution 2Veterans citizens GODGiven rights https://t.co/91d76veX6Y
1," @USFWSRefuges: With fall bird migration and autumna__s brilliant colors just around the corner, now is high time to get to know us and thea__"
0," @owenbarder: Does your country give aid with one hand, while pursuing policies that impoverish developing countries with the other?  Fina__"
1," @euronews: GLOBAL CONVERSATION | The Greek Prime Minister @tsipras_eu speaks about austerity, debt, migration and much more in a wide-raa__"
1," @BBCPropaganda: This is bollocks. How many times do we need to correct your lies? OK, one more time. NHS staff are skilled workers and ca__"
1,Happy with the optimization and migration of https://t.co/ciPcTUumwE to Azure.\n\nThe site served twice the number ofa__ https://t.co/SF3pyfc2W8
0,RIP @MacMiller fr fr. You was the shit. Mac Miller: The Space Migration Sessions - Objects In The Mirror (with T...a__ https://t.co/r7PupZK3Wy
1, @FionaHyslop: Scotland has different needs to balance population and migration - these are the principles which the Scottish Governmenta__
1, @ohboywhatashot: Results Italian government so far:\n\n- Almost complete stop of Libya-Italy migration route\n- Sta of deportation of thoa__
1,@Jamken22 Who do they take their orders from? https://t.co/JF2YvRoxnV
1," @DavidSuzukiFDN: Need some good news? \A migration of epic proportions\"" took place last week along the Great Lakes. Monarch butterfliesa__"""
1, @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popua__
0, @DailySource: EU obsessed with cutting migration a__regardless of human costa__. (YouTube) Video: https://t.co/Iskh6wc1hg
1,Studie: Deutsche zufrieden mit Migration https://t.co/FZpoUAMkOM
1,"German Chancellor Angela Merkel visits Algeria to discuss migration, terror https://t.co/gi0zBsWx2r"
1, @davidcying: I don't think it would be hard to get significant swaths of the left and the right to unironically suppo Chinese-style ina__
1, @PrisonPlanet: Luxembourga__s Jean Asselborn has a hissy fit while Salvini drops truth bombs about mass migration. https://t.co/y8SYDtlnSQ
0," @Ruptly: 'We must avoid a hard #Brexit' - #Macron talks Brexit, migration with #Kurz in #Paris https://t.co/mCBQ1Txjjk"
1,"https://t.co/Imag1hE8Qy, #vacationmode, #travelmode, #Adventure, #african, #sundown, #Destinations, #safaris,a__ https://t.co/3dZPUUtMYy"
1, @StatewatchEU: EU: Security and migration proposals dominate Juncker's 'State of the Union' announcements - full documentation on all tha__
0," @AmandeepBhogal: My family were one of many who faced Idi Amin's brutal dictatorship.\n\nIt was a *Conservative* Gov which welcomed 28,000a__"
1,"End of EU migration will be 'TOOL IN THE BOX' for post-Brexit UK trade, says Liam Fox https://t.co/ZcZxFvHv7t"
1," @euronews: \The judge has decided there will be no extradition and discarded all three charges.\"" \n \nValtonyc's lawyer @Simonbekae saysa__"""
1, @celiaricoperez: Are you working on languages &amp; migration? Consider submitting your contribution toa__ https://t.co/SNey77QouC
0, @BrookingsGlobal: New research uses worldwide data to focus on a little known story: what happens to the families of migrants who are lea__
1, @FionaHyslop: Suppo for Scottish Government's position. We need powers for Scottish policy to suit our population and migration needs.a__
1, @LeaveEUOfficial: Public trust in politicians on immigration is at an all-time low of just 13%.\n\nBrexit must ensure that Britain takes ba__
1,Point of information for followers interested in Brexit. The impact on the EU through migration of wars and instabia__ https://t.co/6mDUrs7MwU
1," @AdunBanks: mass migration cos #NigeriaIsNotGrowing\npoverty cos \nunemployment cos \nincrease in standard of living\nschool fees, no governa__"
1," @puffin1952: Heaver: Brits have had enough of mass migration, let's take back control https://t.co/8XHvZUIRGF"
1," @audubonsociety: Watch how this new tool predicts migration patterns throughout the year, potentially saving thousands of birds from deaa__"
1," @AdamGrossTX: [#SCCM/#ConfigMgr Pro Tip] If you are using WMI to delete devices, be sure to check for and delete any State Migration enta__"
1, @V_of_Europe: Hungary is the only state in Europe to have asked the peoplea__s opinion on illegal migration - Foreign Minister https://t.ca__
0, @Jali_Cat: dYOEZHungary is the only state in Europe who asked the peoplea__s opinion on illegal migrationdYOEZ\n\nThey also banned George Soros. Smaa__
1, @agirgisss: a__Female circumcisiona__ is a misleading term for mutilation. Theres no health benefits and numerous health consequences. It isa__
1, @Vidyut: God is a hoax.\n\nReligion is a scam\n\nReligious cults are cartels.\n\nWomen believing in religion is Stockholm Syndrome.\n\nPeriyar ia__
1," @reelistreview: #DISOBEDIENCE is a movie to watch during #PrideMonth In the hea of bustling modern-day London, isolation exists &amp; itsa__"
1,"Today the new book from our Fellow Dr Sriya Iyer is published in the US! 'The Economics of Religion in India', publa__ https://t.co/9ELJx2ky1R"
1," @DrJulesGomes: @JustinWelby cuddles up to the trade unions exposing himself as a Full Monty socialist. My column for @RepStandard \The ra__"""
1,"@MarkPocan @DonaldJTrumpJr @DailyCaller He is no Muslim Sir.! I have no idea why his group uses the name \Islam\"" ina__ https://t.co/Okj9M4tsZ9"""
1,Politics is not like religion where you must remain and die inside a chosen political party. Tinubu acted courageoua__ https://t.co/OmxE4LRWG7
1," @DGeldenhuys: @rubycooper007 @LyndaAtchison @Trinityleigh65 @OzraeliAvi Thank you Ruby,I have learned something today. Sounds like a trua__"
1,"I abandoned religion over 20 years ago so I may be a bit rusty, but I don't think jesus wandered the streets wavinga__ https://t.co/XIET9AyS2u"
1,It's #ConstitutionDay! I'm grateful that our wise but imperfect Founders decided there would be no religious testsa__ https://t.co/MKmmoPkpIl
1," @DrBrianWeiss: Spirituality is about being true to your soul. Are you a kind person, getting joy from your existence, causing no harm, aa__"
1,"Hindu Mythology: Classical Dictionary of Hindu Mythology, History and Religion, Geography, History and Literaturea__ https://t.co/EYPpUvHADa"
0, @savukku: TTV Dinakaran :  H.Raja is a lunatic. Hindus always respect all religions. They never abuse other religions. Hinduism is a nata__
1," @Kirstenjoyweiss: The shooting sports are gender 1. \n\nI can compete equally next to a man &amp; we both have an equal chance to windY_""a__"
1,"The Minister for Justice and Attorney General, @BusingyeJohns , has called on clerics to stick to values that promoa__ https://t.co/4vdFrNemOQ"
1," @BoisTWB: football teaches us how to love , passion n togetherness even though it is different religion , race n culture. https://t.co/4a__"
1, @liarpoliticians: Why is UK's racist police appeasing one religion? https://t.co/FnrGgDWrH9
1,"@troublewithecon @Noahpinion And it's just a lovely depiction of the place where history, legend, myth, religion, aa__ https://t.co/nK5lRCWnak"
1,@realBrianReid @stephenharper @DavidDreierUSA Do you seriously not understand how establishing Christianity as thea__ https://t.co/naTFV04V3q
1," @emmaogreen: I've been working on this piece about one of the most popular female Bible teachers in America, Beth Moore, for a long timea__"
1, @MicheBangtan: I always want media to focus on #BTS but I understand why they write about ARMYs. Especially now. There was every type ofa__
0," @OSCboston: Yesterday @NancyatOldSouth sat down with J. Bryan Hehir, the Parker Gilbe Montgomery Professor of the Practice of Religiona__"
1,"dY""_dYZ_i__Love is Love is falsedY""_pt2 #ChristianCoffeeTime #faith #christian #bible #jesus #religion #beliefs #spiritual #god https://t.co/6gJtLkytlv"
1, @Tharoorian_INC: \Hinduism is a religion and Hindutva a political project.  Savarkar
1, @nizmycuba: a_oeThey don't subscribe to our sense of morality; they don't believe in an afterlife; they don't believe in a God or religion.a__
1,"@liarpoliticians Because it will, eventually, be our main , if not only, religion ?"
0,@hamskat Majority of the Hindus suffer from Prithviraj syndrome.\nThey never learn.\nMost dangerous elites do almosta__ https://t.co/0k9v3Y712y
1, @AlienGirlUltra: Ia__d RATHER BE AN HONEST SINNER THAN A LYING HYPOCRITE.  Fuck Organized Religion and your CLOSED MINDEDNESS. https://t.ca__
1,"@BettyBowers And liberals attend to forget that all men are created equal, that they are endowed by their Creator wa__ https://t.co/hUM2GIctQX"
1," @JM_Scindia: 125 yrs later, #SwamiVivekanand's words ring truer than ever: a_oeIf anybody dreams of the exclusive survival of his own religa__"
1,@albertaukii #Religion. Am trying to find a place in the Bible when and where the Pharisees and Sadducees rebuked the Governors or Caesar.
1, @RealJamesWoods: These are the Americans who built our great nation. They are the ones derided by the coastal a_oeelitesa__ as a_oeflyover counta__
0, @WhitfordBradley: My mom wrote this. She hated organized religion -a_oea bunch of men in funny clothes pretending they know the will of Goda__
1, @manny_ottawa: 2/ Those who have sinned the most are those who loudly profess their ardent love of their religion:\n\n1. Ia__ve seen it witha__
0,"Riot Fest wrapped up on Sunday with Bad Religion, Suicidal Tendencies, and Fear performing classic albums in full,a__ https://t.co/e2v9oQejhR"
1,Crack for the mind and soul.\nReligion.\n\nMadd Mann
0," @drebandzzzz: religion is weird to me, like i believe there is a higher being of some so but i also agree and disagree w/ the views ofa__"
0,@JaceCledera go on\ncos religion is what??? shit
1,See how the United Nations have been using @Auodesk technology to build a safer refugee camp in Bangladesh that cata__ https://t.co/DQdEncT3B4
1,"Hiring Managers Cannot Suppress Their Biases in Job Interviews, Study Finds https://t.co/Avps3Rel4l #talent"
1,President and Special Security Liaison Ann Diener Gold and Money Back. Freedom of religion. https://t.co/7eZDV5wjHp
0,it makes me sad that woman hate each other for everything\n\ncolor\nreligion\nstatus\nsize\nbeauty\nparenting\nkids\nmen\nmona__ https://t.co/DKueaMhOQM
1,Be suspicious of anyone who brings religion to politics. https://t.co/N2CuvZvuZ6
1,"@THEHermanCain There are certain \flavors\"" of Methodism that are no longer a Christian religion."""
1, @DannyinTO: @mammolitiward7 Highly offensive! Religion has no place in politics! Religion is a deeply personal choice and should not bea__
1, @EFFSouthAfrica: [Watch]: CIC Julius Malema in parliament today also raised an issue of women empowerment and government not having a coa__
1,Women empowerment yo.. is so incredible when the love and suppo is genuine
1, @GigglesLadies: Isobel NdoroA_is an ICT Consultant who holds a BSc Honours degree in Information Systems. In 2011 Ndoro was named Gijimaa__
1, @UNDPGhana: a__There is no tool for development that is more effective than empowerment of womena__ ~@KofiAnnan @Starr1035Fm https://t.co/3Ra__
1, @ChrisCoons: Empowering women across the globe to reach their full economic potential lifts up families and communities. Eager to work wa__
1,@priyankachopra Women empowerment at its finest dY'OE
0,"Sean Penn is a piece of shit. He should be toxic as fuck, not a fucking panel member for a discussion on women's ema__ https://t.co/sV8vLIr10I"
1, @G_MachelTrust: The World Prize for Integrated Development was awarded to Mrs. Machel for her significant social justice achievements ona__
1, @GREATAgResearch: Raising chickens as a method of women's empowerment: using the Women's Empowerment in Agriculture Index (WEAI) to measa__
0, @wearemitu: A classic Mexican card game is getting a makeover thata__s all about women empowerment.\n\nhttps://t.co/YqbSPFpikL https://t.co/a__
0,@TomiLahren Way to open punish women for speaking out. Ia__m not sure you know what a_oeempowermenta__ means. Maybe when you grow up.
1, @TWIM_DMU: This society is all about Women empowerment and growth.  Wea__re not a feminist group but simply a group of girls hoping to hela__
1,"Hi dY'' @Ulla_Tornaes! As a global leader on gender equality and women's empowerment, will Denmark attend the NYa__ https://t.co/XlPMvkYGcJ"
0,You know nothing about female empowerment. All you do is break women down. You wouldna__t know about decades ago. Ita__ https://t.co/t1dZRefJeT
1,"@myogiadityanath\n#TransformingIndia\nWomen empowerment is not just a slogan, but an idea in action. More than 5 crora__ https://t.co/c7Mn6FOMK1"
1,I'm all about women's empowerment! My work with ambitious corporate climbers is focused on helping women harness tha__ https://t.co/wGRozrq07C
1,@pixiegirlcam - Women Empowerment with Pixie. https://t.co/AIWCCwW6wZ
1," @HISTORY: The decade kicked off with passage of the #19thAmendment, which finally gave women the vote. #Flappers https://t.co/Cgh0Sy6115"
1," @GrayMattersTwit: @TomiLahren Female empowerment is being believed when a woman finds the courage to stand up, speak out when a powerfula__"
0," @preDOMinant_: The whole women empowerment movement has become such a marketing strategy these days. So cliquey, trendy and disingenuous."
1,"Congratulations to all our #WOI2018 Nominees! You are creating a massive ripple with your actions to lead, inspirea__ https://t.co/vgu7toMUyp"
1," @elise_legault: Great to see that on the day #FinDevCanada is officially launched, the focus is firmly on women's economic empowerment.a__"
1, @AllisonRFloyd: @TomiLahren You suppo a man who brags about sexually assaulting women. You dona__t get to weigh in on female empowermenta__
1,"I and all Indian are with you Sister, we will fight for uniform Civil code together, we cannot achieve developed naa__ https://t.co/E86LQsPsBq"
1, @NobelWomen: Join @IMPACTtransform on Sept 27 in #Ottawa for a unique opportunity to meet two women artisanal gold miners from #Congo wha__
1,@paullamontagne Proud to be part of this historic event! #FinDevCanada will be instrumental in catalyzing investmena__ https://t.co/j9VT9X6l04
1,#Indian #Indians #victims Women's bible Site: Mumbai Terrorist #Attack:Will India Shining go https://t.co/gY0ZKBR5Tj https://t.co/YMJHh9R9Mf
1,RT @unwomenafrica: Day 1 of the @UN_Women  WCARO Deputy RD visit to Guinea Bissau. Meeting with Civil society Organization to discuss Womena__
1,#politics 1 book 150 sub insight site:BJP wins state election &amp; Trump congratulates Modi why https://t.co/4dAzjSBxud https://t.co/AefEVLvUCf
0,@TomiLahren Female empowerment is not turning a victim into a villain esp when the rights of ALL women r at stake
1, @albd1971: #Women empowerment and development under HPM #SheikhHasina - #Bangladesh the second most gender equal country in #Asia accorda__
0,@TomiLahren Didn't you get fired for speaking out on women's empowerment issues? You think you'd be for all about wa__ https://t.co/s03NTf5Td5
1," @SWSGBoston: Had a great night yesterday at the #PowerofShe Panel hosted by @Athleta_Newbury ! Thank you to Elaine Stokes, chair of oura__"
1,I'm Possible Women's Empowerment Conference ~ Empowering and educating female entrepreneurs.a__ https://t.co/a2Yq7HCoIx
1,@1abhishekkamal In india we r taking about women empowerment and beti bachao aur padhao but we have to start anothea__ https://t.co/Z2ruOqV0S9
1,@TomiLahren I thought female empowerment was about women making their own money. It seems to be about being a whorea__ https://t.co/ZiwatmnMLd
1,"Hooha got a shout-out on the @UN floor for @IdeagenGlobal's women's  empowerment summit last Fridaya_""we're launchinga__ https://t.co/R061qXu6mp"
1,I am thoroughly convinced that women's empowerment conferences are a front for rich women to go to brunch.
1," @Hesperian: Melissa Smith, Deputy Director of Womena__s Health, Gender and Empowerment at the @ucghi shares the launch of @Hesperian's Heaa__"
1,Why is family planning important?\nRights-based #familyplanning increases womena__s empowerment in fulfilling their poa__ https://t.co/DuqfwHV5mw
1, @ColorMagazine: Save the date for the upcoming Women of Color Leadership and Empowerment Conference in Pennsylvania featuring Camille Cha__
1, @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerma__
0, @thewire_in: Dalit man killed allegedly by pregnant wifea__s Vaishya family in Telangana  https://t.co/vHeO3f4klT | @kartheek777 https://ta__
0," @PoMoGandhi: My British student applied for a visa 10 months ago to study the role of caste, gender and other social networks in determia__"
0," @vasudha_ET: And there are people who say caste doesn't matter in new India!\n\nFather was asking me to abort before they killed Pranay, sa__"
1, @ashiinu: so Caste drew me as a snek for snektember and i have a Problem so I needed to color it https://t.co/SlPGZWcpZm
1,Have to give it to you @priyankac19 on your statement of accusing @BJP4India on the issue of dividing ppl on castea__ https://t.co/b9L54r5Gcy
0, @scribe_it: During interrogation Amruthas father says \na_oeI am more concerned about my status in the society than my daughter. I am not woa__
0, @MailOnline: Indian husband is murdered in front of his pregnant wife in honour killing because he was from a lower caste https://t.co/9a__
1, @TRBRajaa: With his voice against caste system he spoke for almost all of India.\nWith his voice for #women he spoke for HALF THE WORLD !a__
1," @Navayan: Pranay, SC Mala, so called untouchable man and Amrutha a vyshya, so-called upper caste woman loved and married. Maruthi Rao, Ka__"
1,"@vivek17b yes, the argument was that she had tried to speak over the words of ambedkar in annilation of caste and Ia__ https://t.co/CvMDBJjEWK"
1," @MahilaCongress: Our heartfelt tributes to E.V. Ramasamy, a great social reformer, activist and politician, on his birth anniversary. Poa__"
1,@AzmiShabana @SRKFC1 @iamsrk Not only maharashtrians..\nGaneshji is God So Anyone can enjoy the festival ... It's noa__ https://t.co/sdD4fXQH6S
0,"@devduttmyth I respected you till now,read you version of geeta too.But jotting down positives of caste system willa__ https://t.co/un5Uqagm7l"
1,"Love is the most beautiful thing that can consume us. Be it your father, your caste or even whole of the human racea__ https://t.co/QemCQRMeq0"
1," @devduttmyth: Despite their obvious dark side, u are allowed to speak about the positive aspects of Communism, Capitalism, Religion....ba__"
0, @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thina__
